document_id	entity_type	entity_text	entity_span
27239925_ru	PHYS	МПКТ	2127-2131
27239925_ru	DISO	снижения МПКТ	2118-2131
27239925_ru	DISO	ОП	2134-2136
27239925_ru	DISO	ССД	2147-2150
27239925_ru	DISO	ССД	2195-2198
27239925_ru	PHYS	клиническими параметрами	115-139
27239925_ru	PHYS	здоровых	341-349
27239925_ru	DEVICE	Hologic QDR 4500	449-465
27239925_ru	ANATOMY	бедренной	572-581
27239925_ru	PHYS	здоровыми	622-631
27239925_ru	PHYS	возраст наступления менопаузы	844-873
27239925_ru	PHYS	возраст	844-851
27239925_ru	ANATOMY	бедренной	1198-1207
27239925_ru	PHYS	здоровых	2059-2067
27239925_ru	FINDING	корреляция МПКТ с ИМТ	1682-1703
27239925_ru	FINDING	обратная связь с длительностью менопаузы	1706-1746
27239925_ru	FINDING	обратная связь МПКТ	1846-1865
27239925_ru	ANATOMY	костной	81-88
27239925_ru	FINDING	частоту и выраженность снижения минеральной плотности костной ткани	27-94
27239925_ru	FINDING	не наблюдалось различий по индексу массы тела	642-687
27239925_ru	ANATOMY	тела	683-687
27239925_ru	FINDING	более ранний возраст наступления менопаузы	831-873
27239925_ru	FINDING	у больных ССД достоверно меньше	961-992
27239925_ru	PHYS	возрастом	1614-1623
27239925_ru	PHYS	длительностью менопаузы	1625-1648
27239925_ru	FINDING	Факторами риска снижения МПКТ и ОП	2102-2136
27239925_ru	FINDING	низкий ИМТ	2167-2177
27239925_ru	FINDING	у больных, принимавших глюкокортикостероиды (ГКС), достоверно меньше	1449-1517
27239925_ru	FINDING	достоверно более частое и более выраженное	2009-2051
27239926_ru	DISO	подагрой	148-156
27239926_ru	DISO	подагрой	1223-1231
27239926_ru	DISO	дисфункции	41-51
27239926_ru	ANATOMY	эндотелия	52-61
27239926_ru	DISO	жесткости артериальной стенки	64-93
27239926_ru	ANATOMY	артериальной стенки	74-93
27239926_ru	DISO	артериальной гипертонией	104-128
27239926_ru	DISO	АГ	130-132
27239926_ru	DISO	АГ	320-322
27239926_ru	DISO	гиперурикемии	327-340
27239926_ru	PHYS	артериального давления	353-375
27239926_ru	CHEM	Мочевую кислоту	405-420
27239926_ru	CHEM	фосфорновольфрамовым раствором	444-474
27239926_ru	LABPROC	иммуноферментные	618-634
27239926_ru	PHYS	вазорегуляции периферических сосудов	677-713
27239926_ru	ANATOMY	периферических сосудов	691-713
27239926_ru	PHYS	скорость распространения пульсовой волны	784-824
27239926_ru	CHEM	эндотелин-1	879-890
27239926_ru	ANATOMY	эндотелия	912-921
27239926_ru	ANATOMY	сосудистой стенки	1065-1082
27239926_ru	ANATOMY	артериях	1119-1127
27239926_ru	DISO	атероматозного процесса	1162-1185
27239926_ru	ANATOMY	артериальной стенке	1188-1207
27239926_ru	DISO	АГ	1218-1220
27239926_ru	DISO	АГ	1308-1310
27239926_ru	DISO	АГ	1348-1350
27239926_ru	PHYS	СРПВ	1401-1405
27239926_ru	PHYS	СЛСИ	1407-1411
27239926_ru	CHEM	ЭТ-1	1422-1426
27239926_ru	PHYS	СЛСИ	1452-1456
27239926_ru	CHEM	ЭТ-1	1471-1475
27239926_ru	DISO	жесткости артерий	1485-1502
27239926_ru	PHYS	ЗЭВД	1551-1555
27239926_ru	PHYS	ТИМ	1558-1561
27239926_ru	DISO	сердечно-сосудистых осложнений	1618-1648
27239926_ru	DISO	АГ	1659-1661
27239926_ru	DISO	дисфункции эндотелия	41-61
27239926_ru	DISO	гипертонией	117-128
27239926_ru	DISO	АГ	273-275
27239926_ru	DISO	подагрой	278-286
27239926_ru	PHYS	АД	377-379
27239926_ru	CHEM	сыворотках	566-576
27239926_ru	LABPROC	допплерометрические методы	637-663
27239926_ru	PHYS	индекс массы тела	727-744
27239926_ru	ANATOMY	интима-медиа	764-776
27239926_ru	PHYS	толщину комплекса интима-медиа	746-776
27239926_ru	PHYS	ТИМ	778-781
27239926_ru	PHYS	СРПВ	826-830
27239926_ru	PHYS	сосудистый индекс	853-870
27239926_ru	PHYS	сердечно-лодыжечный сосудистый индекс	833-870
27239926_ru	PHYS	СЛСИ	872-876
27239926_ru	CHEM	ЭТ-1	892-896
27239926_ru	PHYS	вазодилатацию	922-935
27239926_ru	PHYS	зависимую от эндотелия вазодилатацию	899-935
27239926_ru	PHYS	ЗЭВД	937-941
27239926_ru	PHYS	функцию сосудистой стенки	1057-1082
27239926_ru	DISO	подагры	1247-1254
27239926_ru	ANATOMY	эндотелия	1279-1288
27239926_ru	DISO	дисфункции эндотелия	1268-1288
27239926_ru	DISO	подагрой	1353-1361
27239926_ru	PHYS	уровень ЭТ-1	1414-1426
27239926_ru	PHYS	СРПВ	1458-1462
27239926_ru	PHYS	уровня ЭТ-1	1464-1475
27239926_ru	ANATOMY	артерий	1495-1502
27239926_ru	PHYS	индекса жесткости артерий	1477-1502
27239926_ru	ANATOMY	артериальной	104-116
27239926_ru	ANATOMY	артериального	353-366
27239926_ru	PHYS	давления	367-375
27239926_ru	CHEM	кислоту	413-420
27239926_ru	CHEM	АТ 'РЕАГЕНТ'	475-487
27239926_ru	CHEM	раствором	465-474
27239926_ru	ANATOMY	сосудистой	1065-1075
27239926_ru	ANATOMY	артериальной	1188-1200
27239926_ru	FINDING	ухудшают течение АГ	1291-1310
27239926_ru	ANATOMY	сердечно	1618-1626
27239926_ru	ANATOMY	сосудистых	1627-1637
27239926_ru	ANATOMY	артериальной	74-86
27239926_ru	LABPROC	реакции с фосфорновольфрамовым раствором	434-474
27239926_ru	PHYS	массы тела	734-744
27239926_ru	ANATOMY	тела	740-744
27239926_ru	CHEM	эндотелин	879-888
27239926_ru	DISO	дисфункции	1268-1278
27239926_ru	CHEM	ЭТ	892-894
27239926_ru	ANATOMY	сердечно	833-841
27239926_ru	ANATOMY	лодыжечный	842-852
27239926_ru	ANATOMY	сосудистый	853-863
27239926_ru	FINDING	ухудшая функцию сосудистой стенки	1049-1082
27239926_ru	FINDING	способствует дисфункции эндотелия	1255-1288
27239926_ru	FINDING	Неблагоприятный прогноз для течения АГ с подагрой	1312-1361
27239926_ru	FINDING	повышение таких показателей, как СРПВ, СЛСИ и уровень ЭТ-1	1368-1426
27239926_ru	CHEM	ЭТ	1422-1424
27239926_ru	CHEM	ЭТ	1471-1473
27239926_ru	FINDING	критериев риска развития сердечно-сосудистых осложнений	1593-1648
27239926_ru	DISO	осложнений	1638-1648
27239926_ru	ANATOMY	сердечно-сосудистых	1618-1637
27239926_ru	CHEM	фосфорновольфрамовым	444-464
27239927_ru	CHEM	АСК	426-429
27239927_ru	DISO	ИБС	1778-1781
27239927_ru	PHYS	полиморфизма	92-104
27239927_ru	CHEM	клопидогрела	377-389
27239927_ru	CHEM	ацетилсалициловой кислоты	399-424
27239927_ru	CHEM	изоферментов	526-538
27239927_ru	CHEM	цитохрома Р-450	539-554
27239927_ru	CHEM	клопидогрела	826-838
27239927_ru	CHEM	АСК	936-939
27239927_ru	CHEM	тикагрелор	949-959
27239927_ru	ANATOMY	тромбоцитов	1058-1069
27239927_ru	ANATOMY	тромбоцитов	1234-1245
27239927_ru	ANATOMY	тромбоцитов	1456-1467
27239927_ru	CHEM	АСК	854-857
27239927_ru	PHYS	полиморфизма	1648-1660
27239927_ru	CHEM	кислоты	417-424
27239927_ru	PHYS	агрегации тромбоцитов	1224-1245
27239927_ru	PHYS	агрегации тромбоцитов	1446-1467
27239927_ru	PHYS	агрегации тромбоцитов	1048-1069
27239927_ru	PHYS	носительства аллельных вариантов	487-519
27239927_ru	FINDING	эффективности антиагрегантной терапии	564-601
27239927_ru	CHEM	цитохрома	539-548
27239927_ru	FINDING	снижение агрегации тромбоцитов	1437-1467
27239927_ru	FINDING	персонализированный подход к назначению антиагрегантной терапии	1697-1760
27239928_ru	CHEM	цитофлавин	56-66
27239928_ru	DISO	ГБ	239-241
27239928_ru	DISO	артериальной гипертонии	295-318
27239928_ru	CHEM	цитофлавин	493-503
27239928_ru	CHEM	раствора глюкозы	557-573
27239928_ru	CHEM	глюкозы	566-573
27239928_ru	LABPROC	клинико-лабораторными методами	852-882
27239928_ru	CHEM	цитофлавина	1072-1083
27239928_ru	DISO	депрессивных	1118-1130
27239928_ru	DISO	диссомнических	1132-1146
27239928_ru	DISO	когнитивных расстройств	1149-1172
27239928_ru	PHYS	качество жизни	1183-1197
27239928_ru	DISO	ГБ	1222-1224
27239928_ru	DISO	астенических	1250-1262
27239928_ru	DISO	вегетативных нарушений	1265-1287
27239928_ru	DISO	ГБ I-III стадий	1446-1461
27239928_ru	DISO	гипертонической болезни	115-138
27239928_ru	DISO	гипертонической болезнью	212-236
27239928_ru	DISO	гипертонии	308-318
27239928_ru	PHYS	неврологического статуса	922-946
27239928_ru	DISO	тревожных	1107-1116
27239928_ru	DISO	I стадией ГБ	1212-1224
27239928_ru	DISO	ГБ	1446-1448
27239928_ru	CHEM	раствора	557-565
27239928_ru	FINDING	улучшает качество жизни	1174-1197
27239928_ru	FINDING	уменьшает выраженность тревожных, депрессивных, диссомнических и когнитивных расстройств	1084-1172
27239928_ru	FINDING	эффективность и безопасность препарата	1341-1379
27239928_ru	PHYS	жизни	1192-1197
27239928_ru	ANATOMY	артериальной	295-307
27239928_ru	CHEM	5% раствора глюкозы	554-573
27239928_ru	FINDING	уменьшает выраженность астенических и вегетативных нарушений	1227-1287
27239928_ru	FINDING	рекомендовать его включение в схемы комплексной терапии	1390-1445
27239928_ru	ANATOMY	вегетативных	1265-1277
27239929_ru	DISO	инфекции	183-191
27239929_ru	DISO	хронической обструктивной болезнью легких	206-247
27239929_ru	DISO	болезнью легких	232-247
27239929_ru	DISO	ХОБЛ	249-253
27239929_ru	DISO	ХОБЛ	296-300
27239929_ru	CHEM	АМХ	852-855
27239929_ru	DISO	пневмококковой инфекции	1340-1363
27239929_ru	CHEM	ПКВ13	426-431
27239929_ru	CHEM	полисахаридной	448-462
27239929_ru	CHEM	вакцин	484-490
27239929_ru	CHEM	ПКВ13	548-553
27239929_ru	CHEM	ППВ23	570-575
27239929_ru	CHEM	ППВ23	605-610
27239929_ru	CHEM	ПКВ13	646-651
27239929_ru	CHEM	антимикробных химиопрепаратов	821-850
27239929_ru	FINDING	иммунологическими эффектами	977-1004
27239929_ru	CHEM	ППВ23	1044-1049
27239929_ru	PHYS	иммунологической памяти	1088-1111
27239929_ru	CHEM	антигенам	1114-1123
27239929_ru	CHEM	Streptococcus pneumoniae	1124-1148
27239929_ru	PHYS	неспецифической резистентности	1191-1221
27239929_ru	PHYS	противовирусной защиты	1252-1274
27239929_ru	CHEM	ПКВ13	1426-1431
27239929_ru	CHEM	конъюгированной	1464-1479
27239929_ru	CHEM	полисахаридной пневмококковых вакцин	1482-1518
27239929_ru	CHEM	вакцин	1703-1709
27239929_ru	DISO	пневмококковой инфекции	168-191
27239929_ru	ANATOMY	легких	241-247
27239929_ru	DISO	инфекции	355-363
27239929_ru	DISO	пневмококковой инфекции	340-363
27239929_ru	CHEM	ППВ23	477-482
27239929_ru	CHEM	Пневмо-23	465-474
27239929_ru	CHEM	'Превенар-13'	411-424
27239929_ru	CHEM	ПКВ13	611-616
27239929_ru	CHEM	ППВ23	652-657
27239929_ru	DISO	ХОБЛ	692-696
27239929_ru	CHEM	химиопрепаратов	835-850
27239929_ru	CHEM	ПКВ13	940-945
27239929_ru	PHYS	активности факторов неспецифической резистентности	1171-1221
27239929_ru	FINDING	активацию факторов противовирусной защиты	1233-1274
27239929_ru	DISO	ХОБЛ	1328-1332
27239929_ru	DISO	инфекции	1355-1363
27239929_ru	CHEM	вакцин	1512-1518
27239929_ru	CHEM	пневмококковых вакцин	1497-1518
27239929_ru	DISO	ХОБЛ	1529-1533
27239929_ru	FINDING	усилению активности факторов неспецифической резистентности	1162-1221
27239929_ru	CHEM	13-валентной конъюгированной	381-409
27239929_ru	CHEM	23-валентной полисахаридной	435-462
27239929_ru	FINDING	оптимальной тактики вакцинации	130-160
27239929_ru	FINDING	следует отдавать предпочтение моновакцинации	1364-1408
27239991_ru	DISO	генерализованного пародонтита	163-192
27239991_ru	CHEM	цитофлавина	61-72
27239991_ru	PHYS	психосоматического статуса	112-138
27239991_ru	FINDING	эффективность лечения генерализованного пародонтита	141-192
27239991_ru	CHEM	цитофлавин	477-487
27239991_ru	PHYS	клинического состояния	749-771
27239991_ru	CHEM	цитофлавина	987-998
27239991_ru	PHYS	психосоматического статуса	1191-1217
27239991_ru	PHYS	уровня тревожности	1228-1246
27239991_ru	PHYS	'реактивной' тревожности	1270-1294
27239991_ru	DISO	пародонтита	181-192
27239991_ru	PHYS	психосоматического	842-860
27239991_ru	PHYS	РМА	1075-1078
27239991_ru	PHYS	пародонтального индекса	1089-1112
27239991_ru	PHYS	гигиенического индекса Грина-Вермильона	1124-1163
27239991_ru	PHYS	'личностной' тревожности	1322-1346
27239991_ru	PHYS	самочувствия	1360-1372
27239991_ru	PHYS	активности	1383-1393
27239991_ru	PHYS	пожилого возраста	205-222
27239991_ru	FINDING	снижение РМА	1066-1078
27239991_ru	FINDING	снижение пародонтального индекса	1066-1112
27239991_ru	FINDING	улучшение психосоматического статуса	1181-1217
27239991_ru	FINDING	снижение уровня тревожности	1219-1246
27239991_ru	FINDING	улучшение самочувствия	1350-1372
27239991_ru	PHYS	возраста	214-222
27239991_ru	DISO	тревоги	872-879
27239994_ru	ANATOMY	слюны	201-206
27239994_ru	DISO	лейкемических	212-225
27239994_ru	CHEM	метотрексатом	259-272
27239994_ru	CHEM	ацетилцистеин	538-551
27239994_ru	PHYS	саливации	670-679
27239994_ru	PHYS	слюноотделения	790-804
27239994_ru	PHYS	уровни вязкости	917-932
27239994_ru	DISO	Дисфункция	1280-1290
27239994_ru	PHYS	саливации	1291-1300
27239994_ru	CHEM	высокодозным метотрексатом	1344-1370
27239994_ru	ANATOMY	слюны	1414-1419
27239994_ru	PHYS	слюноотделения	1444-1458
27239994_ru	CHEM	Ацетилцистеин	1460-1473
27239994_ru	PHYS	самочувствие	1506-1518
27239994_ru	PHYS	саливации	66-75
27239994_ru	PHYS	вязкость слюны	192-206
27239994_ru	PHYS	скорость и вязкость слюны	181-206
27239994_ru	PHYS	параметры саливации	660-679
27239994_ru	PHYS	активность детей	682-698
27239994_ru	PHYS	скорость слюноотделения	781-804
27239994_ru	PHYS	вязкости	924-932
27239994_ru	PHYS	скорость	1065-1073
27239994_ru	PHYS	вязкость	1133-1141
27239994_ru	PHYS	индекс активности	1196-1213
27239994_ru	DISO	Дисфункция саливации	1280-1300
27239994_ru	CHEM	метотрексатом	1357-1370
27239994_ru	PHYS	вязкостью слюны	1404-1419
27239994_ru	PHYS	скорости слюноотделения	1435-1458
27239994_ru	FINDING	повышенной скорости слюноотделения	1424-1458
27239994_ru	PHYS	вязкость	1486-1494
27239994_ru	PHYS	здоровых	384-392
27239994_ru	FINDING	нормализует вязкость	1474-1494
27239994_ru	FINDING	улучшает самочувствие	1497-1518
27239994_ru	FINDING	осложняет противоопухолевую химиотерапию	1301-1341
27239994_ru	FINDING	высокой вязкостью слюны	1396-1419
27239997_ru	DISO	зубочелюстных аномалий	14-36
27239997_ru	DISO	зубочелюстных аномалий	766-788
27239997_ru	DISO	зубочелюстных аномалий	1078-1100
27239997_ru	PHYS	сменного прикуса	1195-1211
27239997_ru	PHYS	сменного прикуса	1233-1249
27239997_ru	PHYS	прикус	1275-1281
27239997_ru	DISO	зубочелюстные аномалии	1471-1493
27239997_ru	ANATOMY	зубочелюстных	14-27
27239997_ru	ANATOMY	зубочелюстных	766-779
27239997_ru	ANATOMY	зубочелюстных	1078-1091
27239997_ru	PHYS	прикуса	1204-1211
27239997_ru	PHYS	прикуса	1242-1249
27239997_ru	PHYS	постоянный прикус	1264-1281
27239997_ru	ANATOMY	зубочелюстные	1471-1484
27239997_ru	ANATOMY	зубов	604-609
27239997_ru	PHYS	возрастных	1166-1176
27239997_ru	FINDING	нуждаемости в ортодонтическом лечении	1311-1348
27239997_ru	FINDING	нуждаемость в ортодонтическом лечении	1587-1624
27240041_ru	DISO	Рецидивирующие приступы головокружения	0-38
27240041_ru	DISO	приступы головокружения	15-38
27240041_ru	DISO	сосудистой патологией мозга	184-211
27240041_ru	DISO	рецидивирующими эпизодами расстройств равновесия	525-573
27240041_ru	DISO	хроническая ишемия мозга	994-1018
27240041_ru	DISO	ишемия мозга	1006-1018
27240041_ru	DISO	головокружения	24-38
27240041_ru	DISO	головокружения	145-159
27240041_ru	DISO	сосудистой патологией	184-205
27240041_ru	ANATOMY	мозга	206-211
27240041_ru	LABPROC	нейровестибулярное обследование	276-307
27240041_ru	DISO	расстройств равновесия	331-353
27240041_ru	PHYS	равновесия	343-353
27240041_ru	LABPROC	дифференциальной диагностики	436-464
27240041_ru	DISO	головокружения	496-510
27240041_ru	DISO	расстройств равновесия	551-573
27240041_ru	PHYS	равновесия	563-573
27240041_ru	LABPROC	нейровестибулярного обследования	594-626
27240041_ru	DISO	дисциркуляторная энцефалопатия	726-756
27240041_ru	DISO	вегетососудистая дистония	761-786
27240041_ru	DISO	поражения периферической и центральной вестибулярной системы	827-887
27240041_ru	ANATOMY	центральной вестибулярной системы	854-887
27240041_ru	ANATOMY	мозга	1013-1018
27240041_ru	LABPROC	нейровестибулярное обследование	1095-1126
27240041_ru	DISO	поражения вестибулярной системы	1213-1244
27240041_ru	ANATOMY	вестибулярной системы	1223-1244
27240041_ru	DISO	головокружение	1328-1342
27240041_ru	LABPROC	клиническое нейровестибулярное обследование	264-307
27240041_ru	DISO	центрального головокружения	483-510
27240041_ru	DISO	периферического и центрального головокружения	465-510
27240041_ru	DISO	энцефалопатия	743-756
27240041_ru	ANATOMY	вестибулярной системы	866-887
27240041_ru	ANATOMY	периферической вестибулярной системы	837-887
27240041_ru	DISO	головокружения	957-971
27240041_ru	DISO	отолитиаз	981-990
27240041_ru	DISO	ишемия	1006-1012
27240044_ru	DISO	ишемией головного мозга	127-150
27240044_ru	DISO	хронической ишемией мозга	1379-1404
27240044_ru	DISO	ишемией мозга	1391-1404
27240044_ru	CHEM	антиоксидантного препарата	63-89
27240044_ru	CHEM	мексидол	91-99
27240044_ru	PHYS	многоуровневой стрессовой системы	278-311
27240044_ru	PHYS	вегетативного дисбаланса	362-386
27240044_ru	PHYS	адаптивные реакции крови	388-412
27240044_ru	ANATOMY	крови	407-412
27240044_ru	ANATOMY	эритроцитов	447-458
27240044_ru	ANATOMY	плазме крови	492-504
27240044_ru	CHEM	мексидол	564-572
27240044_ru	CHEM	физиологического раствора	622-647
27240044_ru	CHEM	мексидол	853-861
27240044_ru	DISO	клинические симптомы ХИМ	929-953
27240044_ru	DISO	ХИМ	950-953
27240044_ru	PHYS	вегетативного дисбаланса	1022-1046
27240044_ru	FINDING	Динамика адаптивных реакций	1048-1075
27240044_ru	PHYS	адаптивных реакций	1057-1075
27240044_ru	ANATOMY	крови	1076-1081
27240044_ru	PHYS	функции коры надпочечников	1113-1139
27240044_ru	ANATOMY	коры надпочечников	1121-1139
27240044_ru	PHYS	сорбционной емкости эритроцитов	1221-1252
27240044_ru	ANATOMY	эритроцитов	1241-1252
27240044_ru	CHEM	мексидола	1355-1364
27240044_ru	ANATOMY	мозга	1399-1404
27240044_ru	DISO	ХИМ	152-155
27240044_ru	ANATOMY	мозга	145-150
27240044_ru	ANATOMY	головного мозга	135-150
27240044_ru	DISO	хронической ишемией головного мозга	115-150
27240044_ru	DISO	ХИМ	202-205
27240044_ru	PHYS	функциональные свойства мембран эритроцитов	415-458
27240044_ru	PHYS	уровень молекул средней массы	460-489
27240044_ru	ANATOMY	крови	499-504
27240044_ru	ANATOMY	надпочечников	1126-1139
27240044_ru	PHYS	уровня молекул средней массы	1175-1203
27240044_ru	ANATOMY	головного	135-144
27240044_ru	FINDING	антистрессового действия антиоксидантного препарата	38-89
27240044_ru	ANATOMY	плазме	492-498
27240044_ru	FINDING	стойкое снижение уровня тревоги	978-1009
27240044_ru	FINDING	уменьшение вегетативного дисбаланса	1011-1046
27240044_ru	FINDING	активации функции коры надпочечников	1103-1139
27240044_ru	FINDING	многокомпонентном многоуровневом стресслимитирующем действии мексидола	1294-1364
27240044_ru	CHEM	раствора	639-647
27240044_ru	FINDING	более выраженное и продолжительное позитивное влияние на клинические симптомы ХИМ	872-953
27240044_ru	FINDING	уменьшение содержания уровня молекул средней массы	1153-1203
27240044_ru	FINDING	восстановление сорбционной емкости эритроцитов	1206-1252
27240044_ru	DISO	ишемией	127-134
27240044_ru	DISO	ишемией	1391-1398
27240044_ru	DISO	тревоги	333-340
27240044_ru	DISO	депрессии	343-352
27240044_ru	ANATOMY	вегетативного	362-375
27240044_ru	ANATOMY	вегетативного	1022-1035
27240044_ru	DISO	тревоги	1002-1009
27240044_ru	ANATOMY	мембран эритроцитов	439-458
27240045_ru	DISO	расстройствами шизофренического спектра	335-374
27240045_ru	DISO	аффективными расстройствами	383-410
27240045_ru	DISO	расстройствами личности	419-442
27240045_ru	DISO	невротическими расстройствами	445-474
27240045_ru	DISO	органическими нарушениями	483-508
27240045_ru	FINDING	ухудшением осознания заболевания	921-953
27240045_ru	DISO	шизофренией	321-332
27240045_ru	DISO	страдании от заболевания	671-695
27240045_ru	DISO	когнитивным дефицитом	889-910
27240045_ru	FINDING	снижению комплаенса	1325-1344
27240045_ru	FINDING	снижению терапевтического альянса	837-870
27240045_ru	FINDING	усугубляется когнитивным дефицитом	876-910
27240045_ru	FINDING	Преобладание внешней мотивации к лечению	955-995
27240045_ru	FINDING	негативно влияет на подсистему комплаенса	1055-1096
27240045_ru	FINDING	Экстремально низкие значения внутренней мотивации	1216-1265
27240046_ru	DISO	амиотрофическим склерозом	96-121
27240046_ru	DISO	синдрома альвеолярной гиповентиляции	887-923
27240046_ru	PHYS	ночного сна	29-40
27240046_ru	DISO	дыхательных расстройств	43-66
27240046_ru	PHYS	сне	70-73
27240046_ru	LABPROC	полисомнографии	138-153
27240046_ru	PHYS	массы тела	328-338
27240046_ru	DISO	расстройств сна и дыхания во сне	410-442
27240046_ru	PHYS	сна	422-425
27240046_ru	PHYS	дыхания	428-435
27240046_ru	PHYS	сне	439-442
27240046_ru	PHYS	сна	462-465
27240046_ru	DEVICE	Somno-lab2 Weinnman	563-582
27240046_ru	LABPROC	полисомнографического обследования	593-627
27240046_ru	PHYS	бодрствования внутри сна	701-725
27240046_ru	PHYS	сна	722-725
27240046_ru	PHYS	фаз глубокого и быстрого сна	772-800
27240046_ru	PHYS	сна	797-800
27240046_ru	DISO	Нарушения дыхания	802-819
27240046_ru	PHYS	сне	823-826
27240046_ru	DISO	БАС	869-872
27240046_ru	DISO	альвеолярной гиповентиляции	896-923
27240046_ru	DISO	синдром обструктивного апноэ сна	935-967
27240046_ru	CHEM	кислородом	1042-1052
27240046_ru	PHYS	дыхания	1073-1080
27240046_ru	PHYS	сна	1133-1136
27240046_ru	PHYS	качество жизни	1199-1213
27240046_ru	DISO	нейропсихологических и поведенческих расстройств	1296-1344
27240046_ru	DISO	поведенческих расстройств	1319-1344
27240046_ru	PHYS	сна	37-40
27240046_ru	DISO	склерозом	112-121
27240046_ru	DISO	боковым амиотрофическим склерозом	88-121
27240046_ru	DISO	БАС	123-126
27240046_ru	DISO	БАС	201-204
27240046_ru	PHYS	индекс массы тела	321-338
27240046_ru	PHYS	дыхания во сне	428-442
27240046_ru	DISO	БАС	669-672
27240046_ru	PHYS	быстрого сна	788-800
27240046_ru	PHYS	глубокого и быстрого сна	776-800
27240046_ru	PHYS	дыхания во сне	812-826
27240046_ru	DISO	гиповентиляции	909-923
27240046_ru	DISO	апноэ	958-963
27240046_ru	DISO	апноэ сна	958-967
27240046_ru	DISO	обструктивного апноэ сна	943-967
27240046_ru	ANATOMY	крови	1036-1041
27240046_ru	PHYS	сатурации крови кислородом	1026-1052
27240046_ru	PHYS	частоты дыхания	1065-1080
27240046_ru	PHYS	общую длительность сна	1114-1136
27240046_ru	DISO	БАС	1226-1229
27240046_ru	PHYS	сна	964-967
27240046_ru	PHYS	бодрствования	701-714
27240046_ru	FINDING	увеличение времени бодрствования внутри сна	682-725
27240046_ru	FINDING	значительного снижения удельного веса фаз глубокого и быстрого сна	734-800
27240046_ru	PHYS	дыхательных	43-54
27240046_ru	ANATOMY	тела	334-338
27240046_ru	PHYS	дыхания	812-819
27240046_ru	FINDING	Нарушения дыхания во сне встречаются достоверно чаще	802-854
27240046_ru	FINDING	увеличение частоты дыхания	1054-1080
27240046_ru	DISO	Нарушения дыхания во сне	802-826
27240046_ru	FINDING	уменьшают общую длительность сна	1104-1136
27240046_ru	PHYS	жизни	1208-1213
27240046_ru	FINDING	нарушая их бытовую и социальную активность	1231-1273
27240046_ru	DISO	расстройств сна	410-425
27240047_ru	DISO	шизофренией	1080-1091
27240047_ru	DISO	нарушения мышления и речи	100-125
27240047_ru	DISO	шизофрении	130-140
27240047_ru	DISO	расстройствами шизофренического спектра	262-301
27240047_ru	PHYS	полиморфизмом	325-338
27240047_ru	DISO	нарушений мышления и речи	419-444
27240047_ru	DISO	негативных симптомов	477-497
27240047_ru	DISO	нарушением абстрактного мышления	611-643
27240047_ru	DISO	нарушением мышления	741-760
27240047_ru	DISO	нарушений абстрактного мышления	1038-1069
27240047_ru	PHYS	гетерозиготный генотип	1102-1124
27240047_ru	DISO	патологии мышления и речи	1171-1196
27240047_ru	DISO	снижение доступа к ментальному лексикону	172-212
27240047_ru	PHYS	полиморфизмом rs7301328	325-348
27240047_ru	DISO	позитивных и негативных симптомов	464-497
27240047_ru	DISO	шизофренического	277-293
27240047_ru	FINDING	ассоциаций между геном GRIN2B и признаками нарушения мышления и речи	57-125
27240047_ru	FINDING	ассоциация гена GRIN2B как с вербальной беглостью	544-593
27240047_ru	FINDING	не выявлено опосредующей роли вербальной беглости	664-713
27240047_ru	FINDING	ген GRIN2B оказывает модифицирующее действие на лингвистические процессы	801-873
27240047_ru	FINDING	гетерозиготный генотип может быть протективным	1102-1148
27240048_ru	DISO	шизофренией	148-159
27240048_ru	DISO	шизофренией	772-783
27240048_ru	DISO	шизофрении	1119-1129
27240048_ru	CHEM	антител	48-55
27240048_ru	CHEM	АТ	57-59
27240048_ru	CHEM	ДНК	63-66
27240048_ru	DISO	психопатологической симптоматики	78-110
27240048_ru	CHEM	АТ	196-198
27240048_ru	ANATOMY	сыворотка крови	273-288
27240048_ru	DISO	поздней дискинезией	334-353
27240048_ru	ANATOMY	сыворотка	394-403
27240048_ru	CHEM	АТ	494-496
27240048_ru	CHEM	АТ	548-550
27240048_ru	CHEM	АТ	734-736
27240048_ru	CHEM	АТ	896-898
27240048_ru	DISO	негативной симптоматикой	979-1003
27240048_ru	CHEM	АТ	1063-1065
27240048_ru	PHYS	патогенезе	1108-1118
27240048_ru	PHYS	уровня антител	41-55
27240048_ru	DISO	психопатологической	78-97
27240048_ru	PHYS	уровень АТ	188-198
27240048_ru	ANATOMY	крови	283-288
27240048_ru	DISO	шизофренией	300-311
27240048_ru	DISO	ПД	355-357
27240048_ru	DISO	дискинезией	342-353
27240048_ru	DISO	ПД	441-443
27240048_ru	PHYS	уровня АТ	487-496
27240048_ru	PHYS	уровня АТ	727-736
27240048_ru	PHYS	концентрации АТ	883-898
27240048_ru	ANATOMY	сыворотка	273-282
27240048_ru	FINDING	достоверное двукратное увеличение уровня АТ	453-496
27240048_ru	FINDING	не было выявлено как между группами больных	636-679
27240048_ru	PHYS	количества АТ	537-550
27240048_ru	FINDING	достоверное снижение у больных	809-839
27240048_ru	FINDING	достоверное уменьшение концентрации АТ	860-898
27240048_ru	FINDING	увеличения длительности болезни	925-956
27240174_ru	DISO	СГБ	316-319
27240174_ru	DISO	венозные тромбозы	927-944
27240174_ru	DISO	тромбоэмболия легочной артерии	954-984
27240174_ru	DISO	венозных тромбоэмболических осложнений	112-150
