document_id	relation	head_text	head_span	head_type	tail_text	tail_span	tail_type
27271721_ru	AFFECTS	сосудистой недостаточностью	381-408	DISO	сосудистой	381-391	ANATOMY
27271721_ru	AFFECTS	неосложненными заболеваниями	451-479	DISO	сустава	486-493	ANATOMY
27271721_ru	SUBCLASS_OF	тазобедренного сустава	525-547	ANATOMY	сустава	486-493	ANATOMY
27271721_ru	APPLIED_TO	электронейростимуляции	941-963	LABPROC	мышц голени	964-975	ANATOMY
27271721_ru	AFFECTS	антикоагулянта	1003-1017	CHEM	свертывающей системы крови	896-922	PHYS
27271721_ru	SUBCLASS_OF	дабигатрана этексилата	1018-1040	CHEM	антикоагулянта	1003-1017	CHEM
27271721_ru	AFFECTS	дегенеративно-дистрофическими заболеваниями	1084-1127	DISO	тазобедренного сустава	1128-1150	ANATOMY
27271721_ru	SUBCLASS_OF	нижних конечностей	1205-1223	ANATOMY	конечностей	1212-1223	ANATOMY
27271721_ru	AFFECTS	артериальной недостаточности	1176-1204	DISO	нижних конечностей	1205-1223	ANATOMY
27271721_ru	SUBCLASS_OF	нижних конечностей	1273-1291	ANATOMY	конечностей	1280-1291	ANATOMY
27271721_ru	PART_OF	вен нижних конечностей	1269-1291	ANATOMY	нижних конечностей	1273-1291	ANATOMY
27271721_ru	PART_OF	мышц голени	964-975	ANATOMY	голени	969-975	ANATOMY
27271721_ru	PART_OF	мышц голени	52-63	ANATOMY	голени	57-63	ANATOMY
27271721_ru	AFFECTS	Реканализация вен	1255-1272	PHYS	вен нижних конечностей	1269-1291	ANATOMY
27271721_ru	TREATED_USING	Реканализация вен	1255-1272	PHYS	дабигатрана этексилата	1367-1389	CHEM
27271721_ru	SUBCLASS_OF	глубоких вен	1537-1549	ANATOMY	вен	1546-1549	ANATOMY
27271721_ru	AFFECTS	тромбоза	1528-1536	DISO	глубоких вен	1537-1549	ANATOMY
27271721_ru	SUBCLASS_OF	тромбоза глубоких вен	1528-1549	DISO	тромбоза	1528-1536	DISO
27271721_ru	AFFECTS	реканализации вен	1567-1584	PHYS	вен	1581-1584	ANATOMY
27271721_ru	TREATED_USING	реканализации вен	1567-1584	PHYS	дабигатрана этексилата	1422-1444	CHEM
27271721_ru	TREATED_USING	тромбоза глубоких вен	1528-1549	DISO	дабигатрана этексилата	1422-1444	CHEM
27271721_ru	HAS_CAUSE	тромбоэмболических осложнений	104-133	DISO	заболеваниях тазобедренного сустава	144-179	DISO
27271721_ru	PHYSIOLOGY_OF	свертывающей системы крови	284-310	PHYS	крови	305-310	ANATOMY
27271721_ru	SUBCLASS_OF	тазобедренного сустава	342-364	ANATOMY	сустава	357-364	ANATOMY
27271721_ru	PART_OF	тазобедренного сустава	342-364	ANATOMY	тазобедренного	342-356	ANATOMY
27271721_ru	SUBCLASS_OF	тазобедренного сустава	525-547	ANATOMY	сустава	540-547	ANATOMY
27271721_ru	PART_OF	тазобедренного сустава	525-547	ANATOMY	тазобедренного	525-539	ANATOMY
27271721_ru	SUBCLASS_OF	тазобедренного сустава	1128-1150	ANATOMY	сустава	1143-1150	ANATOMY
27271721_ru	PART_OF	тазобедренного сустава	1128-1150	ANATOMY	тазобедренного	1128-1142	ANATOMY
27271721_ru	SUBCLASS_OF	тазобедренном суставе	1467-1488	ANATOMY	суставе	1481-1488	ANATOMY
27271721_ru	PART_OF	тазобедренном суставе	1467-1488	ANATOMY	тазобедренном	1467-1480	ANATOMY
27271721_ru	ASSOCIATED_WITH	тромбоза глубоких вен	1528-1549	DISO	минимизировать риск развития тромбоза глубоких вен	1499-1549	FINDING
27271721_ru	HAS_CAUSE	минимизировать риск развития тромбоза глубоких вен	1499-1549	FINDING	дабигатрана этексилата	1422-1444	CHEM
27271721_ru	SUBCLASS_OF	мышц голени	52-63	ANATOMY	мышц	52-56	ANATOMY
27271721_ru	PART_OF	тазобедренного сустава	157-179	ANATOMY	тазобедренного	157-171	ANATOMY
27271721_ru	SUBCLASS_OF	тромбоэмболических осложнений	104-133	DISO	осложнений	123-133	DISO
27271721_ru	SUBCLASS_OF	тромбоэмболических осложнений	104-133	DISO	тромбоэмболических	104-122	DISO
27271721_ru	SUBCLASS_OF	сосудистой недостаточностью	381-408	DISO	недостаточностью	392-408	DISO
27271721_ru	SUBCLASS_OF	мышц голени	964-975	ANATOMY	мышц	964-968	ANATOMY
27271721_ru	SUBCLASS_OF	дабигатрана этексилата	1018-1040	CHEM	дабигатрана	1018-1029	CHEM
27271721_ru	SUBCLASS_OF	дабигатран этексилат	624-644	CHEM	дабигатран	624-634	CHEM
27271721_ru	SUBCLASS_OF	дабигатрана этексилата	1367-1389	CHEM	дабигатрана	1367-1378	CHEM
27271721_ru	SUBCLASS_OF	дабигатрана этексилата	1422-1444	CHEM	дабигатрана	1422-1433	CHEM
27271721_ru	HAS_CAUSE	эффективность нового варианта неспецифической профилактики	748-806	FINDING	дабигатран этексилат	624-644	CHEM
27271721_ru	SUBCLASS_OF	артериальной недостаточности	1176-1204	DISO	недостаточности	1189-1204	DISO
27271721_ru	ASSOCIATED_WITH	тромбозов	1053-1062	DISO	Количество тромбозов	1042-1062	FINDING
27271721_ru	ASSOCIATED_WITH	дегенеративно-дистрофическими заболеваниями	1084-1127	DISO	Количество тромбозов	1042-1062	FINDING
27271721_ru	SUBCLASS_OF	Реканализация вен	1255-1272	PHYS	Реканализация	1255-1268	PHYS
27271721_ru	SUBCLASS_OF	вен нижних конечностей	1269-1291	ANATOMY	вен	1269-1272	ANATOMY
27271721_ru	HAS_CAUSE	Реканализация вен	1255-1272	PHYS	дабигатрана этексилата	1367-1389	CHEM
27271721_ru	SUBCLASS_OF	дегенеративно-дистрофическими заболеваниями	1084-1127	DISO	дистрофическими	1098-1113	DISO
27271721_ru	SUBCLASS_OF	дегенеративно-дистрофическими заболеваниями	1084-1127	DISO	дегенеративно	1084-1097	DISO
27271721_ru	SUBCLASS_OF	реканализации вен	1567-1584	PHYS	реканализации	1567-1580	PHYS
27271827_ru	SUBCLASS_OF	левого желудочка	411-427	ANATOMY	желудочка	418-427	ANATOMY
27271827_ru	PHYSIOLOGY_OF	диастолической функций	388-410	PHYS	левого желудочка	411-427	ANATOMY
27271827_ru	ABBREVIATION	активной ортостатической пробы	528-558	LABPROC	АОП	560-563	LABPROC
27271827_ru	SUBCLASS_OF	Кардиоинтервалография	429-450	LABPROC	электрокардиография	324-343	LABPROC
27271827_ru	HAS_CAUSE	ухудшении адаптации	1714-1733	FINDING	повышение симпатической активности	1746-1780	FINDING
27271827_ru	FINDING_OF	значительное увеличение числа больных с удовлетворительным уровнем адаптации	930-1006	FINDING	удовлетворительным уровнем адаптации	970-1006	PHYS
27271827_ru	FINDING_OF	улучшение адаптации	1635-1654	FINDING	адаптации	1645-1654	PHYS
27271827_ru	FINDING_OF	повышение симпатической активности	1746-1780	FINDING	симпатической активности	1756-1780	PHYS
27271827_ru	FINDING_OF	положительным эффектом реабилитации	1818-1853	FINDING	степень напряжения регуляторных систем	1904-1942	PHYS
27271827_ru	FINDING_OF	положительным эффектом реабилитации	1818-1853	FINDING	реакция на АОП	1985-1999	PHYS
27271827_ru	TO_DETECT_OR_STUDY	эхокардиография	346-361	LABPROC	диастолической функций	388-410	PHYS
27271827_ru	TO_DETECT_OR_STUDY	электрокардиография	324-343	LABPROC	диастолической функций	388-410	PHYS
27271827_ru	APPLIED_TO	эхокардиография	346-361	LABPROC	левого желудочка	411-427	ANATOMY
27271827_ru	APPLIED_TO	электрокардиография	324-343	LABPROC	левого желудочка	411-427	ANATOMY
27271827_ru	ALTERNATIVE_NAME	активной ортостатической пробы	528-558	LABPROC	ортопробу	1567-1576	LABPROC
27271827_ru	PHYSIOLOGY_OF	систолической	372-385	PHYS	левого желудочка	411-427	ANATOMY
27271827_ru	TO_DETECT_OR_STUDY	эхокардиография	346-361	LABPROC	систолической	372-385	PHYS
27271827_ru	TO_DETECT_OR_STUDY	электрокардиография	324-343	LABPROC	систолической	372-385	PHYS
27271827_ru	USED_IN	Структурные показатели эхокардиографии	808-846	LABPROC	эхокардиографии	831-846	LABPROC
27271827_ru	USED_IN	индекса напряжения регуляторных систем	1127-1165	LABPROC	АОП	1122-1125	LABPROC
27271827_ru	USED_IN	стандартного отклонения NN-интервалов	1176-1213	LABPROC	АОП	1122-1125	LABPROC
27271827_ru	TO_DETECT_OR_STUDY	индекса напряжения регуляторных систем	1127-1165	LABPROC	регуляторных систем	1146-1165	PHYS
27271827_ru	USED_IN	квадратного корня из суммы квадратов разности величин последовательных пар NN-интервалов	1225-1313	LABPROC	АОП	1122-1125	LABPROC
27271827_ru	HAS_CAUSE	положительным эффектом реабилитации	1408-1443	FINDING	нормальная и невысокая степень напряжения регуляторных систем	1450-1511	FINDING
27271827_ru	FINDING_OF	адекватная или сниженная реакция на ортопробу	1531-1576	FINDING	реакция на ортопробу	1556-1576	PHYS
27271827_ru	FINDING_OF	нормальная и невысокая степень напряжения регуляторных систем	1450-1511	FINDING	степень напряжения регуляторных систем	1473-1511	PHYS
27271827_ru	FINDING_OF	исходно адекватная или сниженная реакция на АОП	1952-1999	FINDING	реакция на АОП	1985-1999	PHYS
27271827_ru	FINDING_OF	нормальная и невысокая степень напряжения регуляторных систем	1881-1942	FINDING	степень напряжения регуляторных систем	1904-1942	PHYS
27271827_ru	HAS_CAUSE	положительным эффектом реабилитации	1818-1853	FINDING	нормальная и невысокая степень напряжения регуляторных систем	1881-1942	FINDING
27271827_ru	HAS_CAUSE	положительным эффектом реабилитации	1818-1853	FINDING	исходно адекватная или сниженная реакция на АОП	1952-1999	FINDING
27271828_ru	SUBCLASS_OF	инфаркта миокарда	44-61	DISO	инфаркта	44-52	DISO
27271828_ru	AFFECTS	инфаркта	44-52	DISO	миокарда	53-61	ANATOMY
27271828_ru	ASSOCIATED_WITH	качества жизни	307-321	PHYS	депрессии	284-293	DISO
27271828_ru	SUBCLASS_OF	инфаркта миокарда	338-355	DISO	инфаркта	338-346	DISO
27271828_ru	SUBCLASS_OF	острый инфаркт	457-471	DISO	инфаркт	464-471	DISO
27271828_ru	SUBCLASS_OF	острый инфаркт миокарда	457-480	DISO	острый инфаркт	457-471	DISO
27271828_ru	AFFECTS	инфаркт	464-471	DISO	миокарда	472-480	ANATOMY
27271828_ru	SUBCLASS_OF	инфаркта миокарда	747-764	DISO	инфаркта	747-755	DISO
27271828_ru	AFFECTS	инфаркта	747-755	DISO	миокарда	756-764	ANATOMY
27271828_ru	SUBCLASS_OF	физических усилий	1303-1320	PHYS	качества жизни	1241-1255	PHYS
27271828_ru	ASSOCIATED_WITH	качества жизни	1241-1255	PHYS	депрессией	1015-1025	DISO
27271828_ru	SUBCLASS_OF	инфаркта миокарда	1583-1600	DISO	инфаркта	1583-1591	DISO
27271828_ru	AFFECTS	инфаркта	1583-1591	DISO	миокарда	1592-1600	ANATOMY
27271828_ru	SUBCLASS_OF	инфаркта миокарда	1952-1969	DISO	инфаркта	1952-1960	DISO
27271828_ru	AFFECTS	инфаркта	1952-1960	DISO	миокарда	1961-1969	ANATOMY
27271828_ru	PART_OF	шейного отделов позвоночника	2046-2091	ANATOMY	позвоночника	2079-2091	ANATOMY
27271828_ru	ASSOCIATED_WITH	качества жизни	307-321	PHYS	жизни	316-321	PHYS
27271828_ru	ASSOCIATED_WITH	депрессией	1015-1025	DISO	в обеих группах отмечалась положительная динамика	893-942	FINDING
27271828_ru	ASSOCIATED_WITH	депрессией	1015-1025	DISO	доля больных с депрессией к концу наблюдения уменьшилась	1000-1056	FINDING
27271828_ru	ASSOCIATED_WITH	качества жизни	1241-1255	PHYS	жизни	1250-1255	PHYS
27271828_ru	FINDING_OF	снижение показателей качества жизни	1220-1255	FINDING	качества жизни	1241-1255	PHYS
27271828_ru	HAS_CAUSE	снижение показателей качества жизни	1220-1255	FINDING	ограничение физических усилий и эмоционального напряжения	1291-1348	FINDING
27271828_ru	HAS_CAUSE	снижение показателей качества жизни	1220-1255	FINDING	снижение активности в повседневной жизни	1350-1390	FINDING
27271828_ru	HAS_CAUSE	эффективности предложенной авторской программы физической реабилитации	1498-1568	FINDING	положительная динамика у пациентов основной группы	1425-1475	FINDING
27271828_ru	ASSOCIATED_WITH	инфаркта миокарда	1583-1600	DISO	пациента не считали свою жизнь неполноценной	1673-1717	FINDING
27271828_ru	ASSOCIATED_WITH	инфаркта миокарда	1583-1600	DISO	эффективности предложенной авторской программы физической реабилитации	1498-1568	FINDING
27271828_ru	HAS_CAUSE	пациента не считали свою жизнь неполноценной	1673-1717	FINDING	эффективности предложенной авторской программы физической реабилитации	1498-1568	FINDING
27271828_ru	ASSOCIATED_WITH	инфаркта миокарда	1952-1969	DISO	рекомендовать авторскую программу физической реабилитации	1866-1923	FINDING
27271828_ru	HAS_CAUSE	рекомендовать авторскую программу физической реабилитации	1866-1923	FINDING	пациента не считали свою жизнь неполноценной	1673-1717	FINDING
27271828_ru	SUBCLASS_OF	шейно-грудного отделов	2056-2078	ANATOMY	шейного отделов позвоночника	2046-2091	ANATOMY
27271828_ru	HAS_CAUSE	депрессии	284-293	DISO	инфаркта миокарда	338-355	DISO
27271828_ru	HAS_CAUSE	распространенность депрессии	265-293	FINDING	депрессии	284-293	DISO
27271828_ru	HAS_CAUSE	распространенность депрессии	265-293	FINDING	инфаркта миокарда	338-355	DISO
27271831_ru	SUBCLASS_OF	молочной железы	31-46	ANATOMY	железы	40-46	ANATOMY
27271831_ru	SUBCLASS_OF	рака молочной железы	26-46	DISO	рака	26-30	DISO
27271831_ru	AFFECTS	рака	26-30	DISO	молочной железы	31-46	ANATOMY
27271831_ru	SUBCLASS_OF	вегетативной нервной системы	245-273	ANATOMY	нервной системы	258-273	ANATOMY
27271831_ru	HAS_CAUSE	рака молочной железы	26-46	DISO	постмастэктомический синдром	56-84	DISO
27271831_ru	SUBCLASS_OF	психоэмоциональные нарушения	104-149	DISO	постмастэктомический синдром	56-84	DISO
27271831_ru	SUBCLASS_OF	функциональные нарушения	125-149	DISO	постмастэктомический синдром	56-84	DISO
27271831_ru	AFFECTS	постмастэктомическим синдромом	351-381	DISO	вегетативной нервной системы	245-273	ANATOMY
27271831_ru	SUBCLASS_OF	вегетативной нервной системы	2174-2202	ANATOMY	нервной системы	2187-2202	ANATOMY
27271831_ru	SUBCLASS_OF	вегетативной нервной системы	2385-2413	ANATOMY	нервной системы	2398-2413	ANATOMY
27271831_ru	PHYSIOLOGY_OF	сердечного ритма	1282-1298	PHYS	сердечного	1282-1292	ANATOMY
27271831_ru	PHYSIOLOGY_OF	сердечного ритма	1596-1612	PHYS	сердечного	1596-1606	ANATOMY
27271831_ru	PHYSIOLOGY_OF	сердечного ритма	1877-1893	PHYS	сердечного	1877-1887	ANATOMY
27271831_ru	FINDING_OF	достоверное улучшение суммарной активности регуляторных систем	1938-2000	FINDING	активности регуляторных систем	1970-2000	PHYS
27271831_ru	FINDING_OF	снижение значений стресс-индекса	2088-2120	FINDING	стресс-индекса	2106-2120	PHYS
27271831_ru	PHYSIOLOGY_OF	функционального состояния	2359-2384	PHYS	вегетативной нервной системы	2385-2413	ANATOMY
27271831_ru	AFFECTS	изменений функционального состояния вегетативной нервной системы	209-273	FINDING	вегетативной нервной системы	245-273	ANATOMY
27271831_ru	PHYSIOLOGY_OF	вегетативной регуляции	1042-1064	PHYS	вегетативной	1042-1054	ANATOMY
27271831_ru	FINDING_OF	вариабельности сердечного ритма	1267-1298	FINDING	сердечного ритма	1282-1298	PHYS
27271831_ru	PHYSIOLOGY_OF	вегетативного обеспечения	1537-1562	PHYS	вегетативного	1537-1550	ANATOMY
27271831_ru	FINDING_OF	коррекции функционального состояния	2349-2384	FINDING	функционального состояния	2359-2384	PHYS
27271831_ru	AFFECTS	коррекции функционального состояния	2349-2384	FINDING	вегетативной нервной системы	2385-2413	ANATOMY
27271831_ru	ASSOCIATED_WITH	постмастэктомическим синдромом	2423-2453	DISO	коррекции функционального состояния	2349-2384	FINDING
27271831_ru	HAS_CAUSE	коррекцию большинства временных и спектральных показателей вариабельности сердечного ритма	1803-1893	FINDING	положительном влиянии разработанной программы физической реабилитации	1730-1799	FINDING
27271831_ru	AFFECTS	расширение адаптивных возможностей вегетативной нервной системы	2139-2202	FINDING	вегетативной нервной системы	2174-2202	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-агонистов	58-72	ANATOMY	мышц	58-62	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-антагонистов	75-92	ANATOMY	мышц	75-79	ANATOMY
27271832_ru	SUBCLASS_OF	деформирующего остеоартроза	145-172	DISO	остеоартроза	160-172	DISO
27271832_ru	HAS_CAUSE	дисбаланс мышц-агонистов и мышц-антагонистов	48-92	DISO	нестабильности коленного сустава	9-41	DISO
27271832_ru	HAS_CAUSE	дисбаланс мышц-агонистов и мышц-антагонистов	48-92	DISO	деформирующего остеоартроза	145-172	DISO
27271832_ru	SUBCLASS_OF	передней крестообразной связки	194-224	ANATOMY	крестообразной связки	203-224	ANATOMY
27271832_ru	ABBREVIATION	передней крестообразной связки	194-224	ANATOMY	ПКС	226-229	ANATOMY
27271832_ru	PART_OF	передней крестообразной связки	194-224	ANATOMY	коленного сустава	231-248	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-сгибателей	283-298	ANATOMY	мышц	283-287	ANATOMY
27271832_ru	PART_OF	мышц-сгибателей	283-298	ANATOMY	голени	299-305	ANATOMY
27271832_ru	SUBCLASS_OF	полусухожильной мышц	358-378	ANATOMY	мышц	374-378	ANATOMY
27271832_ru	SUBCLASS_OF	тонкой мышц	349-378	ANATOMY	мышц	374-378	ANATOMY
27271832_ru	PHYSIOLOGY_OF	сил мышц-сгибателей голени	279-305	PHYS	голени	299-305	ANATOMY
27271832_ru	AFFECTS	повреждений ПКС	544-559	DISO	ПКС	556-559	ANATOMY
27271832_ru	SUBCLASS_OF	тонкой мышц	597-626	ANATOMY	мышц	622-626	ANATOMY
27271832_ru	SUBCLASS_OF	полусухожильной мышц	606-626	ANATOMY	мышц	622-626	ANATOMY
27271832_ru	PHYSIOLOGY_OF	сгибание голени	630-645	PHYS	голени	639-645	ANATOMY
27271832_ru	PART_OF	ПКС	556-559	ANATOMY	коленного сустава	488-505	ANATOMY
27271832_ru	SUBCLASS_OF	мышцами-разгибателями	1222-1243	ANATOMY	мышцами	1222-1229	ANATOMY
27271832_ru	SUBCLASS_OF	мышцами-сгибателями	1200-1219	ANATOMY	мышцами	1200-1207	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-разгибателей	1305-1322	ANATOMY	мышц	1305-1309	ANATOMY
27271832_ru	PART_OF	мышц-разгибателей	1305-1322	ANATOMY	голени	1323-1329	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-сгибателей	1349-1364	ANATOMY	мышц	1349-1353	ANATOMY
27271832_ru	PART_OF	мышц-сгибателей	1349-1364	ANATOMY	голени	1365-1371	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-разгибателей	1519-1536	ANATOMY	мышц	1519-1523	ANATOMY
27271832_ru	PART_OF	мышц-разгибателей	1519-1536	ANATOMY	голени	1537-1543	ANATOMY
27271832_ru	SUBCLASS_OF	мышц-сгибателей	1563-1578	ANATOMY	мышц	1563-1567	ANATOMY
27271832_ru	PART_OF	мышц-сгибателей	1563-1578	ANATOMY	голени	1579-1585	ANATOMY
27271832_ru	SUBCLASS_OF	тонкой мышц	1892-1921	ANATOMY	мышц	1917-1921	ANATOMY
27271832_ru	SUBCLASS_OF	полусухожильной мышц	1901-1921	ANATOMY	мышц	1917-1921	ANATOMY
27271832_ru	PART_OF	сухожилий	1882-1891	ANATOMY	тонкой мышц	1892-1921	ANATOMY
27271832_ru	PART_OF	сухожилий	1882-1891	ANATOMY	полусухожильной мышц	1901-1921	ANATOMY
27271832_ru	AFFECTS	нестабильности коленного сустава	9-41	DISO	коленного сустава	24-41	ANATOMY
27271832_ru	PART_OF	коленного сустава	24-41	ANATOMY	коленного	24-33	ANATOMY
27271832_ru	HAS_CAUSE	нестабильности коленного сустава	9-41	DISO	дисбаланс мышц-агонистов и мышц-антагонистов	48-92	DISO
27271832_ru	PART_OF	коленного сустава	410-427	ANATOMY	коленного	410-419	ANATOMY
27271832_ru	SUBCLASS_OF	коленного сустава	410-427	ANATOMY	сустава	420-427	ANATOMY
27271832_ru	SUBCLASS_OF	коленного сустава	24-41	ANATOMY	сустава	34-41	ANATOMY
27271832_ru	SUBCLASS_OF	крестообразной связки	203-224	ANATOMY	связки	218-224	ANATOMY
27271832_ru	SUBCLASS_OF	коленного сустава	488-505	ANATOMY	сустава	498-505	ANATOMY
27271832_ru	PART_OF	коленного сустава	488-505	ANATOMY	коленного	488-497	ANATOMY
27271832_ru	PART_OF	сухожилий	339-348	ANATOMY	тонкой мышц	349-378	ANATOMY
27271832_ru	PART_OF	сухожилий	339-348	ANATOMY	полусухожильной мышц	358-378	ANATOMY
27271832_ru	PART_OF	сухожилий	587-596	ANATOMY	тонкой мышц	597-626	ANATOMY
27271832_ru	PART_OF	сухожилий	587-596	ANATOMY	полусухожильной мышц	606-626	ANATOMY
27271832_ru	AFFECTS	нарушение физиологического баланса	1159-1193	FINDING	мышцами-сгибателями	1200-1219	ANATOMY
27271832_ru	AFFECTS	нарушение физиологического баланса	1159-1193	FINDING	мышцами-разгибателями	1222-1243	ANATOMY
27271832_ru	PART_OF	коленного сустава	1633-1650	ANATOMY	коленного	1633-1642	ANATOMY
27271832_ru	PHYSIOLOGY_OF	силу сгибания голени	1975-1995	PHYS	голени	1989-1995	ANATOMY
27271832_ru	ASSOCIATED_WITH	силу сгибания голени	1975-1995	PHYS	сгибания голени	1980-1995	PHYS
27271832_ru	SUBCLASS_OF	дисбаланс мышц-агонистов и мышц-антагонистов	48-92	DISO	дисбаланс мышц	48-62	DISO
27271832_ru	SUBCLASS_OF	коленного сустава	1633-1650	ANATOMY	сустава	1643-1650	ANATOMY
27271832_ru	AFFECTS	высокую эффективность изокинетических тренировок	1662-1710	FINDING	коленного сустава	1633-1650	ANATOMY
27271832_ru	FINDING_OF	достижение выздоровления	1714-1738	FINDING	выздоровления	1725-1738	PHYS
27271832_ru	FINDING_OF	достигли выздоровления	1793-1815	FINDING	выздоровления	1802-1815	PHYS
27271832_ru	FINDING_OF	не оказывает существенного отрицательного влияния на силу сгибания голени	1922-1995	FINDING	силу сгибания голени	1975-1995	PHYS
27271832_ru	PHYSIOLOGY_OF	функции коленного сустава	480-505	PHYS	коленного сустава	488-505	ANATOMY
27271832_ru	SUBCLASS_OF	коленного сустава	783-800	ANATOMY	сустава	793-800	ANATOMY
27271832_ru	PART_OF	коленного сустава	783-800	ANATOMY	коленного	783-792	ANATOMY
27271832_ru	PHYSIOLOGY_OF	функции коленного сустава	775-800	PHYS	коленного сустава	783-800	ANATOMY
27271832_ru	PHYSIOLOGY_OF	функции коленного сустава	1625-1650	PHYS	коленного сустава	1633-1650	ANATOMY
27271832_ru	FINDING_OF	высокую эффективность изокинетических тренировок	1662-1710	FINDING	функции коленного сустава	1625-1650	PHYS
27271833_ru	PART_OF	коже кистей	137-148	ANATOMY	стоп	155-159	ANATOMY
27271833_ru	AFFECTS	псориазом	62-71	DISO	коже кистей	137-148	ANATOMY
27271833_ru	AFFECTS	экземой	86-93	DISO	коже кистей	137-148	ANATOMY
27271833_ru	AFFECTS	псориазом	228-237	DISO	ногтевых пластин	181-197	ANATOMY
27271833_ru	AFFECTS	экземой	260-267	DISO	ногтевых пластин	181-197	ANATOMY
27271833_ru	PART_OF	микрососудов	297-309	ANATOMY	ногтя	322-327	ANATOMY
27271833_ru	TO_DETECT_OR_STUDY	капилляроскопической	353-373	LABPROC	микрососудов	297-309	ANATOMY
27271833_ru	TO_DETECT_OR_STUDY	капилляроскопия	281-296	LABPROC	микрососудов	297-309	ANATOMY
27271833_ru	AFFECTS	спастико-атонический тип изменений микроциркуляторного русла	423-483	FINDING	микроциркуляторного русла	458-483	ANATOMY
27271833_ru	AFFECTS	поражения ногтей	837-853	DISO	ногтей	847-853	ANATOMY
27271833_ru	PHYSIOLOGY_OF	тяжести поражения ногтей	829-853	PHYS	ногтей	847-853	ANATOMY
27271833_ru	HAS_CAUSE	псориазом	792-801	DISO	поражения ногтей	837-853	DISO
27271833_ru	HAS_CAUSE	экземой	955-962	DISO	поражения ногтей	837-853	DISO
27271833_ru	ASSOCIATED_WITH	тяжести поражения ногтей	829-853	PHYS	псориазом	792-801	DISO
27271833_ru	ASSOCIATED_WITH	тяжести поражения ногтей	829-853	PHYS	экземой	955-962	DISO
27271833_ru	PART_OF	коже кистей	137-148	ANATOMY	кистей	142-148	ANATOMY
27271833_ru	PART_OF	ногтевых пластин	181-197	ANATOMY	ногтевых	181-189	ANATOMY
27271833_ru	AFFECTS	Изменения состояния ногтевых пластин	161-197	FINDING	ногтевых пластин	181-197	ANATOMY
27271833_ru	AFFECTS	пораженного ногтя	310-327	DISO	ногтя	322-327	ANATOMY
27271833_ru	HAS_CAUSE	ониходистрофиями	576-592	DISO	экземе	597-603	DISO
27271833_ru	FINDING_OF	снижению индекса тяжести поражения ногтей	812-853	FINDING	тяжести поражения ногтей	829-853	PHYS
27271833_ru	SUBCLASS_OF	псориатическими онихопатиями	527-555	DISO	онихопатиями	543-555	DISO
27271833_ru	SUBCLASS_OF	псориатическими онихопатиями	527-555	DISO	псориатическими	527-542	DISO
27271833_ru	ASSOCIATED_WITH	экземой	955-962	DISO	больных экземой данный показатель уменьшился	947-991	FINDING
27271833_ru	ASSOCIATED_WITH	псориатическими онихопатиями	527-555	DISO	эффективности комплексного лечения	624-658	FINDING
27271833_ru	ASSOCIATED_WITH	ониходистрофиями	576-592	DISO	эффективности комплексного лечения	624-658	FINDING
27271833_ru	SUBCLASS_OF	коже стоп	137-159	ANATOMY	коже	137-141	ANATOMY
27271833_ru	PART_OF	коже стоп	137-159	ANATOMY	стоп	155-159	ANATOMY
27271833_ru	AFFECTS	экземой	86-93	DISO	коже стоп	137-159	ANATOMY
27271833_ru	HAS_CAUSE	спастико-атонический тип изменений микроциркуляторного русла	423-483	FINDING	онихопатиями	399-411	DISO
27274594_ru	SUBCLASS_OF	лихорадки Эбола	114-129	DISO	лихорадки	114-123	DISO
27274594_ru	SUBCLASS_OF	крови	1156-1161	ANATOMY	биологическими жидкостями	1116-1141	ANATOMY
27274594_ru	SUBCLASS_OF	кровью	1393-1399	ANATOMY	биологическими жидкостями	1116-1141	ANATOMY
27274594_ru	SUBCLASS_OF	лихорадки Эбола	114-129	DISO	инфекционного заболевания	1814-1839	DISO
27274594_ru	HAS_CAUSE	эпидемии	1798-1806	DISO	инфекционного заболевания	1814-1839	DISO
27274594_ru	FINDING_OF	высоким риском передачи вируса Эбола	985-1021	FINDING	передачи вируса Эбола	1000-1021	PHYS
27274594_ru	ASSOCIATED_WITH	передачи вируса Эбола	1413-1434	DISO	Риск передачи вируса Эбола	1408-1434	FINDING
27274594_ru	SUBCLASS_OF	эпидемии лихорадки Эбола	105-129	DISO	эпидемии	105-113	DISO
27274594_ru	SUBCLASS_OF	калом с кровью	941-955	ANATOMY	калом	941-946	ANATOMY
27274594_ru	HAS_CAUSE	Риск передачи вируса Эбола	1408-1434	FINDING	снижен путем использования полного комплекта средств индивидуальной защиты	1474-1548	FINDING
27274594_ru	HAS_CAUSE	Риск передачи вируса Эбола	1408-1434	FINDING	следования правилам надлежащей гигиены рук	1550-1592	FINDING
27274594_ru	ASSOCIATED_WITH	эпидемии	1798-1806	DISO	быстрому реагированию на вспышки эпидемии	1765-1806	FINDING
27274594_ru	ASSOCIATED_WITH	инфекционного заболевания	1814-1839	DISO	быстрому реагированию на вспышки эпидемии	1765-1806	FINDING
27274597_ru	ASSOCIATED_WITH	триместра беременности	847-869	PHYS	беременности	857-869	PHYS
