document_id	text	entity_type	spans	UMLS_CUI
27213800_ru	роговицы	ANATOMY	791-799	C0010031
27213800_ru	вискоэластик	CHEM	491-503	C0718115
27213800_ru	поверхность радужки	ANATOMY	338-357	C0446876
27213800_ru	век	ANATOMY	579-582	C0015426
27213800_ru	глазное яблоко	ANATOMY	850-864	C0015392
27213800_ru	поражениях роговицы	DISO	108-127	C0151571
27213800_ru	радужки	ANATOMY	350-357	C0022077
27213800_ru	хряща	ANATOMY	212-217	C0007301
27213800_ru	тотальных деструктивных поражениях роговицы	DISO	84-127	CUILESS
27213800_ru	роговицы	ANATOMY	377-385	C0010031
27213800_ru	ушной раковины	ANATOMY	218-232	C0928075
27213800_ru	гнойной	DISO	675-682	C0034161
27213800_ru	роговицы	ANATOMY	689-697	C0010031
27213800_ru	ушной	ANATOMY	218-223	C0013443
27213800_ru	хряща ушной раковины	ANATOMY	212-232	C0013445
27213800_ru	тотальной деструкцией роговицы	DISO	699-729	CUILESS
27213800_ru	язвой	DISO	683-688	C0010043
27213800_ru	донорской роговицы	ANATOMY	781-799	CUILESS
27213800_ru	анатомической и функциональной гибели	DISO	868-905	CUILESS
27213800_ru	аутохряща	ANATOMY	316-325	C0013445
27213800_ru	гнойной язвой	DISO	675-688	CUILESS
27213800_ru	склере	ANATOMY	412-418	C0036410
27213800_ru	дефект роговицы	DISO	370-385	C0948085
27213800_ru	гнойной язвой роговицы	DISO	675-697	C0010043
27213800_ru	деструкцией роговицы	DISO	709-729	C1531861
27213800_ru	функциональной гибели	DISO	884-905	CUILESS
27213800_ru	переднюю камеру	ANATOMY	475-490	C0229178
27213800_ru	деструктивных поражениях роговицы	DISO	94-127	C1531861
27213800_ru	глазное	ANATOMY	850-857	C0015392
27213800_ru	роговицы	ANATOMY	119-127	C0010031
27213800_ru	роговицы	ANATOMY	721-729	C0010031
27213800_ru	наружной трети век	ANATOMY	564-582	C1285489
27213943_ru	РА	DISO	716-718	C0003873
27213943_ru	РеА	DISO	507-510	C0085435
27213943_ru	подагрическим	DISO	414-427	C0018099
27213943_ru	реактивным артритом	DISO	486-505	C0085435
27213943_ru	псориатическим артритом	DISO	449-472	C0003872
27213943_ru	АС	DISO	1412-1414	C0038013
27213943_ru	артритом	DISO	464-472	C0003864
27213943_ru	ОА	DISO	1408-1410	C0029408
27213943_ru	остеоартрозом	DISO	313-326	C0029408
27213943_ru	ЗОДА	DISO	65-69	C0026857
27213943_ru	боли	DISO	1071-1075	C0030193
27213943_ru	ПсА	DISO	747-750	C0003872
27213943_ru	АС	DISO	727-729	C0038013
27213943_ru	опорно-двигательного аппарата	ANATOMY	34-63	C0026860
27213943_ru	спондилитом	DISO	390-401	C0038012
27213943_ru	артритом	DISO	353-361	C0003864
27213943_ru	артритом	DISO	428-436	C0003864
27213943_ru	ОА	DISO	328-330	C0029408
27213943_ru	ОА	DISO	705-707	C0029408
27213943_ru	анкилозирующим спондилитом	DISO	375-401	C0038013
27213943_ru	ревматоидным артритом	DISO	340-361	C0003873
27213943_ru	РА	DISO	363-365	C0003873
27213943_ru	ОА	DISO	947-949	C0029408
27213943_ru	артритом	DISO	497-505	C0003864
27213943_ru	подагрическим артритом	DISO	414-436	C0003868
27213943_ru	психосоматические нарушения	DISO	1703-1730	C0033931
27213943_ru	псориатическим	DISO	449-463	C0033860
27213943_ru	ЗОДА	DISO	1811-1815	C0026857
27213943_ru	заболеваний опорно-двигательного аппарата	DISO	22-63	C0026857
27213943_ru	ЗОДА	DISO	250-254	C0026857
27213943_ru	РеА	DISO	1144-1147	C0085435
27213943_ru	ПА	DISO	737-739	C0003868
27213943_ru	АС	DISO	403-405	C0038013
27213943_ru	АС	DISO	1079-1081	C0038013
27213943_ru	РеА	DISO	1417-1420	C0085435
27213943_ru	ПА	DISO	438-440	C0003868
27213943_ru	ПсА	DISO	1258-1261	C0003872
27213943_ru	ПсА	DISO	474-477	C0003872
27213943_ru	РеА	DISO	758-761	C0085435
27213943_ru	ЗОДА	DISO	1612-1616	C0026857
27213944_ru	глазами	ANATOMY	1083-1090	C0015392
27213944_ru	ДЦП	DISO	304-307	C0392549
27213944_ru	диплегии	DISO	144-152	C0221165
27213944_ru	детским церебральным параличом	DISO	86-116	C0392549
27213944_ru	глазами	ANATOMY	788-795	C0015392
27213944_ru	спастической диплегии	DISO	131-152	C0023882
27213944_ru	ДЦП	DISO	1309-1312	C0392549
27213944_ru	ДЦП	DISO	118-121	C0392549
27213944_ru	церебральным параличом	DISO	94-116	C0007789
27213944_ru	ДЦП	DISO	687-690	C0392549
27213944_ru	параличом	DISO	107-116	C0522224
27213944_ru	ДЦП	DISO	615-618	C0392549
27239908_ru	осложнений желчнокаменной болезни	DISO	41-74	CUILESS
27239908_ru	тяжелой сопутствующей патологией	DISO	510-542	CUILESS
27239908_ru	желчных протоков	ANATOMY	910-926	C0005400
27239908_ru	желчного	ANATOMY	702-710	C0005388
27239908_ru	билиарного дерева	ANATOMY	407-424	C0005423
27239908_ru	синдромом Миризи	DISO	818-834	C0267878
27239908_ru	желчного	ANATOMY	578-586	C0005388
27239908_ru	сопутствующей патологией	DISO	518-542	C0243087
27239908_ru	общего желчного протока	ANATOMY	695-718	C0009437
27239908_ru	осложнений	DISO	41-51	C0009566
27239908_ru	Синдром Миризи	DISO	0-14	C0267878
27239908_ru	синдромом Миризи	DISO	141-157	C0267878
27239908_ru	желчного протока	ANATOMY	578-594	C0005400
27239908_ru	желчного протока	ANATOMY	702-718	C0005400
27239908_ru	желчнокаменной болезни	DISO	52-74	C0008350
27239908_ru	желчных	ANATOMY	910-917	C0005388
27239908_ru	общего желчного протока	ANATOMY	571-594	C0009437
27239909_ru	МЖ	DISO	1203-1205	C0022354
27239909_ru	холециститом	DISO	446-458	C0008325
27239909_ru	IL	CHEM	1496-1498	C0021764
27239909_ru	желчи	ANATOMY	1060-1065	C0005388
27239909_ru	желчи	ANATOMY	1422-1427	C0005388
27239909_ru	IL	CHEM	1468-1470	C0021764
27239909_ru	хроническим калькулезным холециститом	DISO	501-538	C0085694
27239909_ru	IL	CHEM	1381-1383	C0021764
27239909_ru	желчи	ANATOMY	1487-1492	C0005388
27239909_ru	холециститом	DISO	526-538	C0008325
27239909_ru	желчи	ANATOMY	67-72	C0005388
27239909_ru	ХКХ	DISO	1443-1446	C0085694
27239909_ru	IL	CHEM	1413-1415	C0021764
27239909_ru	цитокинового дисбаланса	DISO	1285-1308	C4087149
27239909_ru	сыворотке крови	ANATOMY	277-292	C0229671
27239909_ru	желтухой	DISO	630-638	C0022346
27239909_ru	желчи	ANATOMY	297-302	C0005388
27239909_ru	желтухой	DISO	171-179	C0022346
27239909_ru	МЖ	DISO	1103-1105	C0022354
27239909_ru	холециститом	DISO	144-156	C0008325
27239909_ru	гнойным холангитом	DISO	646-664	C0267924
27239909_ru	механической желтухой	DISO	617-638	C0022354
27239909_ru	МЖ	DISO	913-915	C0022354
27239909_ru	механической желтухой	DISO	158-179	C0022354
27239909_ru	воспаления	DISO	1681-1691	C0021368
27239909_ru	IL	CHEM	759-761	C0021764
27239909_ru	калькулезным холециститом	DISO	513-538	C1328486
27239909_ru	калькулезным холециститом	DISO	433-458	C1328486
27239909_ru	ГХ	DISO	1085-1087	C0267924
27239909_ru	гнойным холангитом	DISO	182-200	C0267924
27239909_ru	ГХ	DISO	1208-1210	C0267924
27239909_ru	МЖ	DISO	1080-1082	C0022354
27239909_ru	ГХ	DISO	666-668	C0267924
27239909_ru	протоковой желчи	ANATOMY	56-72	CUILESS
27239909_ru	ХКХ	DISO	1115-1118	C0085694
27239909_ru	ГХ	DISO	1108-1110	C0267924
27239909_ru	сыворотке крови	ANATOMY	38-53	C0229671
27239909_ru	МЖ	DISO	640-642	C0022354
27239909_ru	IL	CHEM	752-754	C0021764
27239909_ru	желчи	ANATOMY	809-814	C0005388
27239909_ru	сыворотке	ANATOMY	1048-1057	C0229671
27239909_ru	холангитом	DISO	190-200	C0008311
27239909_ru	холецистита	DISO	1551-1562	C0008325
27239909_ru	ОКХ	DISO	460-463	C0149520
27239909_ru	сыворотке крови	ANATOMY	1505-1520	C0229671
27239909_ru	цитокинов	CHEM	1036-1045	C0079189
27239909_ru	цитокинов	CHEM	891-900	C0079189
27239909_ru	цитокинов	CHEM	265-274	C0079189
27239909_ru	цитокинов	CHEM	26-35	C0079189
27239909_ru	осложнениях	DISO	1568-1579	C0009566
27239909_ru	ОКХ	DISO	1215-1218	C0149520
27239909_ru	крови	ANATOMY	1515-1520	C0005767
27239909_ru	гнойного	DISO	1246-1254	C3203360
27239909_ru	TNF-a	CHEM	745-750	C1456820
27239909_ru	TNF-a	CHEM	1373-1378	C1456820
27239909_ru	IL-4	CHEM	752-756	C0021758
27239909_ru	гнойным	DISO	182-189	C3203360
27239909_ru	IL-4	CHEM	1468-1472	C0021758
27239909_ru	холедохолитиазом	DISO	587-603	C0701818
27239909_ru	TNF-a	CHEM	1460-1465	C1456820
27239909_ru	ОКХ	DISO	1358-1361	C0149520
27239909_ru	гнойного воспаления	DISO	1246-1265	C0038862
27239909_ru	ОКХ	DISO	955-958	C0149520
27239909_ru	хронического воспаления	DISO	1311-1334	C0021376
27239909_ru	биосредах	ANATOMY	1747-1756	C0005889
27239909_ru	биосредах	ANATOMY	1184-1193	C0005889
27239909_ru	сыворотке	ANATOMY	277-286	C0229671
27239909_ru	сыворотке	ANATOMY	38-47	C0229671
27239909_ru	IL-6	CHEM	1496-1500	C0021760
27239909_ru	биосредах	ANATOMY	1636-1645	C0005889
27239909_ru	IL-6	CHEM	1381-1385	C0021760
27239909_ru	сыворотке	ANATOMY	1505-1514	C0229671
27239909_ru	крови	ANATOMY	287-292	C0005767
27239909_ru	IL-6	CHEM	759-763	C0021760
27239909_ru	осложнений	DISO	1694-1704	C0009566
27239909_ru	IL-4	CHEM	1413-1417	C0021758
27239909_ru	билиарной патологией	DISO	334-354	C0005424
27239909_ru	ХКХ	DISO	961-964	C0085694
27239909_ru	воспаления	DISO	1255-1265	C0021368
27239909_ru	острым калькулезным холециститом	DISO	426-458	C0149520
27239909_ru	крови	ANATOMY	48-53	C0005767
27239909_ru	цитокинов	CHEM	1729-1738	C0079189
27239909_ru	воспаления	DISO	1324-1334	C0021368
27239909_ru	цитокинов	CHEM	1166-1175	C0079189
27239909_ru	холангитом	DISO	654-664	C0008311
27239909_ru	цитокинового	CHEM	1285-1297	C0079189
27239909_ru	ХКХ	DISO	540-543	C0085694
27239909_ru	сыворотке	ANATOMY	1400-1409	C0229671
27239909_ru	цитокинов	CHEM	1618-1627	C0079189
27239910_ru	потеря плода	DISO	896-908	C0687675
27239910_ru	осложненных форм	DISO	186-202	C0009566
27239910_ru	острым аппендицитом	DISO	492-511	C0085693
27239910_ru	аппендицит	DISO	18-28	C0003615
27239910_ru	преждевременные роды	DISO	841-861	C0151526
27239910_ru	Острый аппендицит	DISO	11-28	C0085693
27239910_ru	выкидышей	DISO	809-818	C0000786
27239910_ru	преждевременных родов	DISO	1717-1738	C0151526
27239910_ru	осложнения	DISO	631-641	C0009566
27239910_ru	прерывания беременности	DISO	1691-1714	C0000786
27239910_ru	острый аппендицит	DISO	1350-1367	C0085693
27239910_ru	преждевременных родов	DISO	785-806	C0151526
27239910_ru	аппендицит	DISO	1357-1367	C0003615
27239910_ru	аппендицитом	DISO	1155-1167	C0003615
27239910_ru	Послеоперационные осложнения	DISO	613-641	C0032787
27239910_ru	потери плода	DISO	281-293	C0687675
27239910_ru	аппендицитом	DISO	499-511	C0003615
27239910_ru	острым аппендицитом	DISO	1148-1167	C0085693
27239910_ru	преждевременных родов	DISO	296-317	C0151526
27239910_ru	осложнения	DISO	715-725	C0009566
27239910_ru	червеобразного отростка	ANATOMY	225-248	C0003617
27239910_ru	перфорации червеобразного отростка	DISO	214-248	C0267628
27239911_ru	груди	ANATOMY	266-271	C0817096
27239911_ru	ребер	ANATOMY	510-515	C0035561
27239911_ru	осложнения	DISO	786-796	C0009566
27239911_ru	ребер	ANATOMY	48-53	C0035561
27239911_ru	осложнения	DISO	900-910	C0009566
27239911_ru	ребер	ANATOMY	190-195	C0035561
27239911_ru	ребер	ANATOMY	996-1001	C0035561
27239911_ru	груди	ANATOMY	434-439	C0817096
27239911_ru	крови	ANATOMY	665-670	C0005767
27239911_ru	груди	ANATOMY	235-240	C0817096
27239911_ru	газового состава крови	CHEM	648-670	C0150479
27239911_ru	груди	ANATOMY	743-748	C0817096
27239911_ru	груди	ANATOMY	1054-1059	C0817096
27239911_ru	ребер	ANATOMY	380-385	C0035561
27239913_ru	спаечный процесс	DISO	1080-1096	C0549357
27239913_ru	спаечного процесса	DISO	1186-1204	C0549357
27239913_ru	полипропиленовые	CHEM	334-350	C0032582
27239913_ru	брюшной	ANATOMY	1313-1320	C0000726
27239913_ru	брюшной	ANATOMY	289-296	C0000726
27239913_ru	послеоперационной грыжи	DISO	133-156	C0267716
27239913_ru	титана	CHEM	522-528	C0040302
27239913_ru	спаечного процесса в брюшной полости	DISO	1292-1328	C0549357
27239913_ru	спаечного процесса	DISO	1292-1310	C0549357
27239913_ru	спаечный процесс	DISO	891-907	C0549357
27239913_ru	Спаечный процесс	DISO	774-790	C0549357
27239913_ru	брюшной полости	ANATOMY	1313-1328	C0230168
27239913_ru	спаек	DISO	1044-1049	C0549357
27239913_ru	грыжи	DISO	151-156	C0019270
27239913_ru	брюшной стенки	ANATOMY	289-303	C0836916
27239913_ru	полипропиленовых	CHEM	457-473	C0032582
27239921_ru	деструкции суставов	DISO	1752-1771	C0541875
27239921_ru	МТ	CHEM	753-755	C0025677
27239921_ru	стоп	ANATOMY	403-407	C0016504
27239921_ru	суставов	ANATOMY	1763-1771	C0022417
27239921_ru	МТ	CHEM	1307-1309	C0025677
27239921_ru	развернутого РА	DISO	865-880	CUILESS
27239921_ru	иммунологическими маркерами	CHEM	1827-1854	C0005516
27239921_ru	маркерами	CHEM	1845-1854	CUILESS
27239921_ru	базисными противовоспалительными	CHEM	984-1016	CUILESS
27239921_ru	сыворотке крови	ANATOMY	476-491	C0229671
27239921_ru	суставов	ANATOMY	266-274	C0022417
27239921_ru	раним РА	DISO	1178-1183,1208-1210	CUILESS
27239921_ru	суставах	ANATOMY	1389-1397	C0022417
27239921_ru	метотрексатом	CHEM	659-672	C0025677
27239921_ru	биомаркера	CHEM	209-219	C0005516
27239921_ru	МТ	CHEM	674-676	C0025677
27239921_ru	суставах	ANATOMY	118-126	C0022417
27239921_ru	деструкции суставов	DISO	255-274	C0409579
27239921_ru	ревматоидном	DISO	152-164	C0409579
27239921_ru	развернутым РА	DISO	1196-1210	CUILESS
27239921_ru	матриксной металлопротеиназы	CHEM	46-74	C0623362
27239921_ru	раннего РА	DISO	623-633	CUILESS
27239921_ru	ММП	CHEM	1549-1552	C0623362
27239921_ru	артрите	DISO	165-172	C0003864
27239921_ru	кистей	ANATOMY	375-381	C0010709
27239921_ru	матриксной	ANATOMY	46-56	C1706515
27239921_ru	РА	DISO	1528-1530	C0152084
27239921_ru	РА	DISO	174-176	C0152084
27239921_ru	ревматоидном артрите	DISO	152-172	C0152084
27239921_ru	генно-инженерный биологический препарат	CHEM	775-814	CUILESS
27239921_ru	РА	DISO	1776-1778	C0152084
27239921_ru	ММП-3	CHEM	78-83	C1619831
27239921_ru	РА	DISO	279-281	C0152084
27239921_ru	глюкокортикостероидами	CHEM	1069-1091	C0017710
27239921_ru	ММП	CHEM	78-81	C0623362
27239921_ru	РА	DISO	1208-1210	C0152084
27239921_ru	ММП	CHEM	468-471	C0623362
27239921_ru	ММП	CHEM	1262-1265	C0623362
27239921_ru	металлопротеиназы	CHEM	57-74	C0025543
27239921_ru	рентгенологических изменений	DISO	87-115	CUILESS
27239921_ru	сыворотке	ANATOMY	476-485	C0229671
27239921_ru	дистальных отделов стоп	ANATOMY	384-407	CUILESS
27239921_ru	ММП-3	CHEM	1549-1554	C1619831
27239921_ru	ММП-3	CHEM	1699-1704	C1619831
27239921_ru	деструктивных изменений в суставах	DISO	1363-1397	CUILESS
27239921_ru	ММП-3	CHEM	468-473	C1619831
27239921_ru	матриксной металлопротеиназы-3	CHEM	46-76	C1619831
27239921_ru	противовоспалительными	CHEM	994-1016	C0003209
27239921_ru	РА	DISO	356-358	C0152084
27239921_ru	тоцилизумаб	CHEM	890-901	C1609165
27239921_ru	ММП	CHEM	1799-1802	C0623362
27239921_ru	нестероидными противовоспалительными препаратами	CHEM	1018-1066	C0003211
27239921_ru	противовоспалительными препаратами	CHEM	1032-1066	C0003209
27239921_ru	РА	DISO	631-633	C0152084
27239921_ru	ММП	CHEM	1699-1702	C0623362
27239921_ru	развернутым РА	DISO	1516-1530	CUILESS
27239921_ru	биологический препарат	CHEM	792-814	C0005522
27239921_ru	ММП-3	CHEM	1799-1804	C1619831
27239921_ru	ММП-3	CHEM	1262-1267	C1619831
27239921_ru	РА	DISO	878-880	C0152084
27239921_ru	РА	DISO	1229-1231	C0152084
27239921_ru	крови	ANATOMY	486-491	C0005767
27239921_ru	маркера	CHEM	1744-1751	CUILESS
27239923_ru	позвоночника	ANATOMY	242-254	C0037949
27239923_ru	антидепрессантами	CHEM	103-120	C0003289
27239923_ru	антидепрессантов	CHEM	549-565	C0003289
27239923_ru	дегенеративными заболеваниями суставов и позвоночника	DISO	201-254	C0850918
27239923_ru	антидепрессантами	CHEM	916-933	C0003289
27239923_ru	ипохондрия	DISO	808-818	C0020604
27239923_ru	опорно-двигательного аппарата	ANATOMY	1023-1052	C0026860
27239923_ru	антидепрессантами	CHEM	363-380	C0003289
27239923_ru	аффективными расстройствами	DISO	1070-1097	C0525045
27239923_ru	аффективными расстройствами	DISO	319-346	C0525045
27239923_ru	артритом	DISO	288-296	C0003864
27239923_ru	ревматологического	DISO	60-78	CUILESS
27239923_ru	воспалительными заболеваниями опорно-двигательного аппарата	DISO	993-1052	C1285339
27239923_ru	ревматологического профиля	DISO	60-86	C0409579
27239923_ru	анозогнозия	DISO	795-806	C0234507
27239923_ru	дегенеративными заболеваниями	DISO	201-230	C0011164
27239923_ru	дисфория	DISO	821-829	C0233477
27239923_ru	суставов	ANATOMY	231-239	C0022417
27239923_ru	ревматоидным артритом	DISO	275-296	C0152084
27239923_ru	РА	DISO	532-534	C0152084
27239923_ru	РА	DISO	298-300	C0152084
27239923_ru	воспалительными заболеваниями	DISO	993-1022	C0021368
27239923_ru	ДЗСП	DISO	981-985	C0850918
27239923_ru	ДЗСП	DISO	525-529	C0850918
27239923_ru	ДЗСП	DISO	256-260	C0850918
27239923_ru	РА	DISO	706-708	C0152084
27239925_ru	бедренной кости	ANATOMY	528-543	C0015811
27239925_ru	ГКС	CHEM	2228-2231	C0017710
27239925_ru	глюкокортикостероиды	CHEM	1472-1492	C0017710
27239925_ru	бедренной кости	ANATOMY	1198-1213	C0015811
27239925_ru	ГКС	CHEM	1565-1568	C0017710
27239925_ru	ГКС	CHEM	1494-1497	C0017710
27239925_ru	бедренной кости	ANATOMY	572-587	C0015811
27239925_ru	ОП	DISO	2134-2136	C0029456
27239925_ru	ШБК	ANATOMY	545-548	C0015815
27239925_ru	шейки бедренной кости	ANATOMY	522-543	C0015815
27239925_ru	ССД	DISO	1911-1914	C0036421
27239925_ru	ССД	DISO	817-820	C0036421
27239925_ru	ССД	DISO	196-199	C0036421
27239925_ru	ССД	DISO	2147-2150	C0036421
27239925_ru	ССД	DISO	1666-1669	C0036421
27239925_ru	системной склеродермией	DISO	171-194	C0036421
27239925_ru	склеродермией	DISO	181-194	C0011644
27239925_ru	ССД	DISO	307-310	C0036421
27239925_ru	ССД	DISO	616-619	C0036421
27239925_ru	ССД	DISO	971-974	C0036421
27239925_ru	ССД	DISO	1349-1352	C0036421
27239925_ru	ССД	DISO	1439-1442	C0036421
27239925_ru	ШБК	ANATOMY	1128-1131	C0015815
27239925_ru	бедренной	ANATOMY	572-581	C0039866
27239925_ru	ССД	DISO	2195-2198	C0036421
27239925_ru	кости	ANATOMY	538-543	C0262950
27239925_ru	снижение МПКТ	DISO	1956-1969	C0877225
27239925_ru	позвоночника	ANATOMY	1072-1084	C0037949
27239925_ru	поясничного отдела позвоночника	ANATOMY	480-511	C3887615
27239925_ru	позвоночника	ANATOMY	499-511	C0037949
27239925_ru	снижения минеральной плотности костной ткани	DISO	50-94	C0877225
27239925_ru	снижения МПКТ	DISO	2118-2131	C0877225
27239925_ru	диффузной ССД	DISO	1339-1352	C0263664
27239925_ru	диффузная форма ССД	DISO	2179-2198	C0263664
27239925_ru	поясничном отделе позвоночника	ANATOMY	1054-1084	C3887615
27239925_ru	костной ткани	ANATOMY	81-94	C0391978
27239925_ru	ГКС	CHEM	1883-1886	C0017710
27239925_ru	лимитированной ССД	DISO	1424-1442	C0748540
27239925_ru	кости	ANATOMY	582-587	C0262950
27239925_ru	проксимальной части бедренной кости	ANATOMY	552-587	C0588192
27239925_ru	проксимальном отделе бедренной кости	ANATOMY	1177-1213	C0588192
27239925_ru	бедренной	ANATOMY	1198-1207	C0039866
27239925_ru	костной	ANATOMY	81-88	C0262950
27239925_ru	кости	ANATOMY	1208-1213	C0262950
27239925_ru	тела	ANATOMY	683-687	C1268086
27239925_ru	ОП	DISO	1226-1228	C0029456
27239926_ru	ЭТ	CHEM	1471-1473	C0079284
27239926_ru	эндотелин-1	CHEM	879-890	C0079281
27239926_ru	подагрой	DISO	148-156	C0018099
27239926_ru	АГ	DISO	130-132	C0020538
27239926_ru	АГ	DISO	320-322	C0020538
27239926_ru	эндотелин	CHEM	879-888	C0079284
27239926_ru	артериальной гипертонией	DISO	104-128	C0020538
27239926_ru	Мочевую кислоту	CHEM	405-420	C0202239
27239926_ru	ЭТ-1	CHEM	1422-1426	C0079281
27239926_ru	ЭТ-1	CHEM	892-896	C0079281
27239926_ru	кислоту	CHEM	413-420	C0001128
27239926_ru	АТ 'РЕАГЕНТ'	CHEM	475-487	CUILESS
27239926_ru	АГ	DISO	273-275	C0020538
27239926_ru	фосфорновольфрамовым раствором	CHEM	444-474	CUILESS
27239926_ru	гипертонией	DISO	117-128	C0020538
27239926_ru	сыворотках	CHEM	566-576	C0452720
27239926_ru	подагрой	DISO	1353-1361	C0018099
27239926_ru	подагры	DISO	1247-1254	C0018099
27239926_ru	подагрой	DISO	278-286	C0018099
27239926_ru	АГ	DISO	1308-1310	C0020538
27239926_ru	фосфорновольфрамовым	CHEM	444-464	C0031730
27239926_ru	подагрой	DISO	1223-1231	C0018099
27239926_ru	артериальной стенки	ANATOMY	74-93	C0507850
27239926_ru	АГ	DISO	1218-1220	C0020538
27239926_ru	гиперурикемии	DISO	327-340	C0018099
27239926_ru	ЭТ	CHEM	892-894	C0079284
27239926_ru	ЭТ	CHEM	1422-1424	C0079284
27239926_ru	АГ	DISO	1348-1350	C0020538
27239926_ru	ЭТ-1	CHEM	1471-1475	C0079281
27239926_ru	артериальной стенке	ANATOMY	1188-1207	C0507850
27239926_ru	АГ	DISO	1659-1661	C0020538
27239926_ru	артерий	ANATOMY	1495-1502	C0003842
27239926_ru	артериях	ANATOMY	1119-1127	C0003842
27239926_ru	осложнений	DISO	1638-1648	C0009566
27239926_ru	сосудистой стенки	ANATOMY	1065-1082	C1180033
27239926_ru	сердечно	ANATOMY	1618-1626	C0018787
27239926_ru	артериальной	ANATOMY	104-116	C0003842
27239926_ru	эндотелия	ANATOMY	1279-1288	C0014257
27239926_ru	дисфункции	DISO	41-51	C0277785
27239926_ru	артериального	ANATOMY	353-366	C0003842
27239926_ru	раствором	CHEM	465-474	C0037633
27239926_ru	артериальной	ANATOMY	1188-1200	C0003842
27239926_ru	сердечно-сосудистых	ANATOMY	1618-1637	C0007226
27239926_ru	сосудистый	ANATOMY	853-863	C0005847
27239926_ru	жесткости артериальной стенки	DISO	64-93	C0599949
27239926_ru	периферических сосудов	ANATOMY	691-713	C0947487
27239926_ru	эндотелия	ANATOMY	52-61	C0014257
27239926_ru	лодыжечный	ANATOMY	842-852	C0003086
27239926_ru	артериальной	ANATOMY	74-86	C0003842
27239926_ru	сердечно-сосудистых осложнений	DISO	1618-1648	C0161816
27239926_ru	дисфункции эндотелия	DISO	41-61	C0856169
27239926_ru	тела	ANATOMY	740-744	C0242821
27239926_ru	интима-медиа	ANATOMY	764-776	C0162864
27239926_ru	атероматозного процесса	DISO	1162-1185	C0264956
27239926_ru	дисфункции эндотелия	DISO	1268-1288	C0856169
27239926_ru	эндотелия	ANATOMY	912-921	C0014257
27239926_ru	сосудистых	ANATOMY	1627-1637	C0005847
27239926_ru	жесткости артерий	DISO	1485-1502	C0599949
27239926_ru	сосудистой	ANATOMY	1065-1075	C0005847
27239926_ru	сердечно	ANATOMY	833-841	C0018787
27239926_ru	дисфункции	DISO	1268-1278	C0277785
27239927_ru	цитохрома	CHEM	539-548	C0010798
27239927_ru	клопидогрела	CHEM	826-838	C0070166
27239927_ru	АСК	CHEM	426-429	C0004057
27239927_ru	АСК	CHEM	854-857	C0004057
27239927_ru	АСК	CHEM	936-939	C0004057
27239927_ru	тикагрелор	CHEM	949-959	C1999375
27239927_ru	ИБС	DISO	1778-1781	C0151744
27239927_ru	тромбоцитов	ANATOMY	1456-1467	C0005821
27239927_ru	изоферментов	CHEM	526-538	C0022173
27239927_ru	ацетилсалициловой кислоты	CHEM	399-424	C0004057
27239927_ru	цитохрома Р-450	CHEM	539-554	C0010762
27239927_ru	тромбоцитов	ANATOMY	1234-1245	C0005821
27239927_ru	тромбоцитов	ANATOMY	1058-1069	C0005821
27239927_ru	клопидогрела	CHEM	377-389	C0070166
27239927_ru	кислоты	CHEM	417-424	C0001128
27239928_ru	цитофлавин	CHEM	493-503	C1701400
27239928_ru	вегетативных	ANATOMY	1265-1277	C0004388
27239928_ru	гипертонии	DISO	308-318	C0020538
27239928_ru	I стадией ГБ	DISO	1212-1224	CUILESS
27239928_ru	ГБ	DISO	239-241	C0020538
27239928_ru	артериальной гипертонии	DISO	295-318	C0020538
27239928_ru	астенических	DISO	1250-1262	C0004093
27239928_ru	вегетативных нарушений	DISO	1265-1287	C0262385
27239928_ru	ГБ I-III стадий	DISO	1446-1461	CUILESS
27239928_ru	когнитивных расстройств	DISO	1149-1172	C1112722
27239928_ru	5% раствора глюкозы	CHEM	554-573	C0985452
27239928_ru	гипертонической болезни	DISO	115-138	C0020538
27239928_ru	тревожных	DISO	1107-1116	C0003469
27239928_ru	ГБ	DISO	1446-1448	C0020538
27239928_ru	ГБ	DISO	1222-1224	C0020538
27239928_ru	раствора	CHEM	557-565	C0037633
27239928_ru	цитофлавина	CHEM	1072-1083	C1701400
27239928_ru	глюкозы	CHEM	566-573	C0017725
27239928_ru	диссомнических	DISO	1132-1146	C0700201
27239928_ru	раствора глюкозы	CHEM	557-573	C0017740
27239928_ru	гипертонической болезнью	DISO	212-236	C0020538
27239928_ru	артериальной	ANATOMY	295-307	C0003842
27239928_ru	цитофлавин	CHEM	56-66	C1701400
27239928_ru	депрессивных	DISO	1118-1130	C0011581
27239929_ru	химиопрепаратов	CHEM	835-850	C0013227
27239929_ru	полисахаридной	CHEM	448-462	C0032594
27239929_ru	инфекции	DISO	355-363	C3714514
27239929_ru	инфекции	DISO	1355-1363	C3714514
27239929_ru	пневмококковой инфекции	DISO	1340-1363	C0032269
27239929_ru	легких	ANATOMY	241-247	C0024109
27239929_ru	ППВ23	CHEM	605-610	C0947642
27239929_ru	Пневмо-23	CHEM	465-474	C1608615
27239929_ru	ПКВ13	CHEM	426-431	C2756364
27239929_ru	ПКВ13	CHEM	1426-1431	C2756364
27239929_ru	23-валентной полисахаридной	CHEM	435-462	C0961101
27239929_ru	ПКВ13	CHEM	611-616	C2756364
27239929_ru	ПКВ13	CHEM	940-945	C2756364
27239929_ru	ПКВ13	CHEM	548-553	C2756364
